Unnamed: 0,Polygon,Overlay_sheet_ct,naId,Title_short
7914,"[[29, 57], [30, 57], [30, 58], [29, 58]]",17,34586915,29N057E
7915,"[[29, 55], [30, 55], [30, 56], [29, 56]]",17,34586872,29N055E
7916,"[[35, 115], [36, 115], [36, 116], [35, 116]]",17,34601684,35N115E
7917,"[[35, 44], [36, 44], [36, 45], [35, 45]]",17,34600754,35N044E
7918,"[[35, 43], [36, 43], [36, 44], [35, 44]]",17,34600736,35N043E
7919,"[[34, 130], [35, 130], [35, 131], [34, 131]]",17,34599221,34N130E
7920,"[[34, 51], [35, 51], [35, 52], [34, 52]]",17,34597971,34N051E
7921,"[[34, 1], [35, 1], [35, 2], [34, 2]]",17,34597057,34N001E
7922,"[[40, 120], [41, 120], [41, 121], [40, 121]]",17,44186707,40N120E
7923,"[[40, 109], [41, 109], [41, 110], [40, 110]]",17,44186503,40N109E
7924,"[[40, 50], [41, 50], [41, 51], [40, 51]]",17,44186406,40N050E
7925,"[[39, 118], [40, 118], [40, 119], [39, 119]]",17,44182355,39N118E
7926,"[[45, 43], [46, 43], [46, 44], [45, 44]]",17,44208166,45N043E
7927,"[[47, 152], [48, 152], [48, 153], [47, 153]]",17,44218689,47N152E
7928,"[[46, 46], [47, 46], [47, 47], [46, 47]]",17,44212752,46N046E
7929,"[[56, 44], [57, 44], [57, 45], [56, 45]]",17,46704695,56N044E
7930,"[[-20, -68], [-19, -68], [-19, -67], [-20, -67]]",17,46720091,20S068W
7931,"[[-19, -45], [-18, -45], [-18, -44], [-19, -44]]",17,46719421,19S045W
7932,"[[-17, -65], [-16, -65], [-16, -64], [-17, -64]]",17,46718810,17S065W
7933,"[[-17, -62], [-16, -62], [-16, -61], [-17, -61]]",17,46718724,17S062W
7934,"[[-16, -49], [-15, -49], [-15, -48], [-16, -48]]",17,46718324,16S049W
7935,"[[-12, -38], [-11, -38], [-11, -37], [-12, -37]]",17,46716883,12S038W
7936,"[[-1, -47], [0, -47], [0, -46], [-1, -46]]",17,46713062,01S047W
7937,"[[68, 14], [69, 14], [69, 16], [68, 16]]",17,46711667,68N014-015E
7938,"[[66, 14], [67, 14], [67, 16], [66, 16]]",17,46711079,66N014-015E
7939,"[[62, 9], [63, 9], [63, 10], [62, 10]]",17,46710204,62N009E
7940,"[[61, 34], [62, 34], [62, 35], [61, 35]]",17,46710044,61N034E
7941,"[[59, 11], [60, 11], [60, 12], [59, 12]]",17,46707754,59N011E
7942,"[[-7, 110], [-6, 110], [-6, 111], [-7, 111]]",17,46734294,07S110E
7943,"[[-6, 112], [-5, 112], [-5, 113], [-6, 113]]",17,46732924,06S112E
7944,"[[-5, 24], [-4, 24], [-4, 25], [-5, 25]]",17,46731171,05S024E
7945,"[[-3, 119], [-2, 119], [-2, 120], [-3, 120]]",17,46728199,03S119E
7946,"[[-3, 20], [-2, 20], [-2, 21], [-3, 21]]",17,46727783,03S020E
7947,"[[-2, 24], [-1, 24], [-1, 25], [-2, 25]]",17,46726467,02S024E
7948,"[[0, 166], [1, 166], [1, 167], [0, 167]]",17,46724982,00S166E
7949,"[[-37, -73], [-36, -73], [-36, -72], [-37, -72]]",17,46723230,37S073W
7950,"[[-36, -70], [-35, -70], [-35, -69], [-36, -69]]",17,46723061,36S070W
7951,"[[-32, -53], [-31, -53], [-31, -52], [-32, -52]]",17,46722435,32S053W
7952,"[[-29, -54], [-28, -54], [-28, -53], [-29, -53]]",17,46721920,29S054W
7953,"[[-21, -68], [-20, -68], [-20, -67], [-21, -67]]",17,46720351,21S068W
7954,"[[-31, 25], [-30, 25], [-30, 26], [-31, 26]]",17,46739560,31S025E
7955,"[[-23, 28], [-22, 28], [-22, 29], [-23, 29]]",17,46738390,23S028E
7956,"[[-12, 27], [-11, 27], [-11, 28], [-12, 28]]",17,46736922,12S027E
7957,"[[-10, 152], [-9, 152], [-9, 153], [-10, 153]]",17,46736640,10S152E
7958,"[[-8, 152], [-7, 152], [-7, 153], [-8, 153]]",17,46735566,08S152E
7959,"[[-8, 158], [-7, 158], [-7, 159], [-8, 159]]",17,46735667,08S158E
7960,"[[-8, 141], [-7, 141], [-7, 142], [-8, 142]]",17,46735385,08S141E
7961,"[[-8, 24], [-7, 24], [-7, 25], [-8, 25]]",17,46735027,08S024E
7962,"[[-8, 25], [-7, 25], [-7, 26], [-8, 26]]",17,46735045,08S025E
7963,"[[-8, 28], [-7, 28], [-7, 29], [-8, 29]]",17,46735092,08S028E
7964,"[[-7, 114], [-6, 114], [-6, 115], [-7, 115]]",17,46734420,07S114E
7965,"[[-7, 139], [-6, 139], [-6, 140], [-7, 140]]",17,46734515,07S139E
7966,"[[-32, 27], [-31, 27], [-31, 28], [-32, 28]]",17,46739763,32S027E
7967,"[[-33, 18], [-32, 18], [-32, 19], [-33, 19]]",17,46739809,33S018E
7968,"[[-32, 21], [-31, 21], [-31, 22], [-32, 22]]",17,46739688,32S021E
7969,"[[14, -15], [15, -15], [15, -14], [14, -14]]",31,27825819,14N015W
7970,"[[10, -85], [11, -85], [11, -84], [10, -84]]",31,27824144,10N085W
7971,"[[9, -69], [10, -69], [10, -68], [9, -68]]",31,27822535,09N069W
7972,"[[6, -75], [7, -75], [7, -74], [6, -74]]",31,27820373,06N075W
7973,"[[33, -104], [34, -104], [34, -103], [33, -103]]",31,27817310,33N104W
7974,"[[36, -101], [37, -101], [37, -100], [36, -100]]",31,27858941,36N101W
7975,"[[34, -94], [35, -94], [35, -93], [34, -93]]",31,27850820,34N094W
7976,"[[32, -107], [33, -107], [33, -106], [32, -106]]",31,27847018,32N107W
7977,"[[32, -95], [33, -95], [33, -94], [32, -94]]",31,27846202,32N095W
7978,"[[28, -113], [29, -113], [29, -112], [28, -112]]",31,27837296,28N113W
7979,"[[24, -77], [25, -77], [25, -76], [24, -76]]",31,27833230,24N077W
7980,"[[19, -73], [20, -73], [20, -72], [19, -72]]",31,27829248,19N073W
7981,"[[42, -116], [43, -116], [43, -115], [42, -115]]",31,34493383,42N116W
7982,"[[42, -107], [43, -107], [43, -106], [42, -106]]",31,34493107,42N107W
7983,"[[58, -153], [59, -153], [59, -152], [58, -152]]",31,34513640,58N153W
7984,"[[58, -136], [59, -136], [59, -135], [58, -135]]",31,34513536,58N136W
7985,"[[57, -132], [58, -132], [58, -131], [57, -131]]",31,34512587,57N132W
7986,"[[57, -154], [58, -154], [58, -153], [57, -153]]",31,34512792,57N154W
7987,"[[57, -123], [58, -123], [58, -122], [57, -122]]",31,34512482,57N123W
7988,"[[46, -101], [47, -101], [47, -100], [46, -100]]",31,34500371,46N101W
7989,"[[45, -117], [46, -117], [46, -116], [45, -116]]",31,34499186,45N117W
7990,"[[44, -108], [45, -108], [45, -107], [44, -107]]",31,34497423,44N108W
7991,"[[63, -18], [64, -18], [64, -17], [63, -17]]",31,34522077,63N018W
7992,"[[59, -163], [60, -163], [60, -162], [59, -162]]",31,34515403,59N163W
7993,"[[59, -148], [60, -148], [60, -147], [59, -147]]",31,34514739,59N148W
7994,"[[59, -138], [60, -138], [60, -137], [59, -137]]",31,34514554,59N138W
7995,"[[3, 23], [4, 23], [4, 24], [3, 24]]",31,34537260,03N023E
7996,"[[2, 25], [3, 25], [3, 26], [2, 26]]",31,34536615,02N025E
7997,"[[17, -11], [18, -11], [18, -10], [17, -10]]",31,34533981,17N011W
7998,"[[17, -89], [18, -89], [18, -88], [17, -88]]",31,34534013,17N089W
7999,"[[76, -68], [77, -68], [77, -68], [76, -68]]",31,34532155,76N068-069W
8000,"[[70, -154], [71, -154], [71, -154], [70, -154]]",31,34530669,70N154-155W
8001,"[[70, -156], [71, -156], [71, -156], [70, -156]]",31,34530701,70N156-157W
8002,"[[67, -162], [68, -162], [68, -162], [67, -162]]",31,34529329,67N162-163W
8003,"[[66, -164], [67, -164], [67, -164], [66, -164]]",31,34528792,66N164-165W
8004,"[[64, -141], [65, -141], [65, -140], [64, -140]]",31,34525349,64N141W
8005,"[[64, -153], [65, -153], [65, -152], [64, -152]]",31,34526002,64N153W
8006,"[[64, -15], [65, -15], [65, -14], [64, -14]]",31,34524439,64N015W
8007,"[[25, 112], [26, 112], [26, 113], [25, 113]]",31,34579259,25N112E
8008,"[[25, 107], [26, 107], [26, 108], [25, 108]]",31,34579031,25N107E
8009,"[[24, 90], [25, 90], [25, 91], [24, 91]]",31,34575244,24N090E
8010,"[[23, 111], [24, 111], [24, 112], [23, 112]]",31,34573889,23N111E
8011,"[[23, 115], [24, 115], [24, 116], [23, 116]]",31,34574129,23N115E
8012,"[[23, 109], [24, 109], [24, 110], [23, 110]]",31,34573810,23N109E
8013,"[[20, 107], [21, 107], [21, 108], [20, 108]]",31,34567042,20N107E
8014,"[[19, 121], [20, 121], [20, 122], [19, 122]]",31,34564906,19N121E
8015,"[[13, 144], [14, 144], [14, 145], [13, 145]]",31,34552570,13N144E
8016,"[[12, 122], [13, 122], [13, 123], [12, 123]]",31,34550236,12N122E
8017,"[[8, 171], [9, 171], [9, 172], [8, 172]]",31,34542630,08N171E
8018,"[[7, 126], [8, 126], [8, 127], [7, 127]]",31,34541031,07N126E
8019,"[[36, 6], [37, 6], [37, 7], [36, 7]]",31,34603645,36N006E
8020,"[[34, 9], [35, 9], [35, 10], [34, 10]]",31,34597193,34N009E
8021,"[[30, 122], [31, 122], [31, 123], [30, 123]]",31,34590174,30N122E
8022,"[[30, 27], [31, 27], [31, 28], [30, 28]]",31,34588506,30N027E
8023,"[[30, 21], [31, 21], [31, 22], [30, 22]]",31,34588353,30N021E
8024,"[[30, 14], [31, 14], [31, 15], [30, 15]]",31,34588160,30N014E
8025,"[[29, 16], [30, 16], [30, 17], [29, 17]]",31,34586189,29N016E
8026,"[[28, 54], [29, 54], [29, 55], [28, 55]]",31,34584878,28N054E
8027,"[[28, 55], [29, 55], [29, 56], [28, 56]]",31,34584910,28N055E
8028,"[[27, 119], [28, 119], [28, 120], [27, 120]]",31,34583956,27N119E
8029,"[[40, 27], [41, 27], [41, 28], [40, 28]]",31,44186008,40N027E
8030,"[[55, 42], [56, 42], [56, 43], [55, 43]]",31,44262315,55N042E
8031,"[[54, 7], [55, 7], [55, 8], [54, 8]]",31,44256706,54N007E
8032,"[[52, 44], [53, 44], [53, 45], [52, 45]]",31,44251974,52N044E
8033,"[[51, 4], [52, 4], [52, 5], [51, 5]]",31,44239056,51N004E
8034,"[[45, 2], [46, 2], [46, 3], [45, 3]]",31,44202747,45N002E
8035,"[[43, 145], [44, 145], [44, 146], [43, 146]]",31,44197486,43N145E
8036,"[[59, 10], [60, 10], [60, 11], [59, 11]]",31,46707722,59N010E
8037,"[[-4, 154], [-3, 154], [-3, 155], [-4, 155]]",31,46730819,04S154E
8038,"[[-4, 23], [-3, 23], [-3, 24], [-4, 24]]",31,46729760,04S023E
8039,"[[-4, 15], [-3, 15], [-3, 16], [-4, 16]]",31,46729545,04S015E
8040,"[[-2, 18], [-1, 18], [-1, 19], [-2, 19]]",31,46726384,02S018E
8041,"[[-1, 146], [0, 146], [0, 147], [-1, 147]]",31,46726148,01S146E
8042,"[[-26, -69], [-25, -69], [-25, -68], [-26, -68]]",31,46721432,26S069W
8043,"[[-25, -69], [-24, -69], [-24, -68], [-25, -68]]",31,46721273,25S069W
8044,"[[-16, -47], [-15, -47], [-15, -46], [-16, -46]]",31,46718267,16S047W
8045,"[[-14, -75], [-13, -75], [-13, -74], [-14, -74]]",31,46717735,14S075W
8046,"[[-13, -171], [-12, -171], [-12, -170], [-13, -170]]",31,46717386,13S171W
8047,"[[0, -90], [1, -90], [1, -89], [0, -89]]",31,46712978,00S090W
8048,"[[60, 28], [61, 28], [61, 29], [60, 29]]",31,46709461,60N028E
8049,"[[-6, 20], [-5, 20], [-5, 21], [-6, 21]]",31,46732465,06S020E
8050,"[[-5, 21], [-4, 21], [-4, 22], [-5, 22]]",31,46731084,05S021E
8051,"[[7, 0], [8, 0], [8, 1], [7, 1]]",18,27820439,07N000W
8052,"[[6, -67], [7, -67], [7, -66], [6, -66]]",18,27820242,06N067W
8053,"[[16, -61], [17, -61], [17, -60], [16, -60]]",18,27827172,16N061W
8054,"[[6, -69], [7, -69], [7, -68], [6, -68]]",18,27820284,06N069W
8055,"[[15, -61], [16, -61], [16, -60], [15, -60]]",18,27826587,15N061W
8056,"[[5, -54], [6, -54], [6, -53], [5, -53]]",18,27819692,05N054W
8057,"[[14, -13], [15, -13], [15, -12], [14, -12]]",18,27825780,14N013W
8058,"[[4, -77], [5, -77], [5, -76], [4, -76]]",18,27819540,04N077W
8059,"[[12, -15], [13, -15], [13, -14], [12, -14]]",18,27824893,12N015W
8060,"[[3, -77], [4, -77], [4, -76], [3, -76]]",18,27819225,03N077W
8061,"[[12, -16], [13, -16], [13, -15], [12, -15]]",18,27824912,12N016W
8062,"[[33, -109], [34, -109], [34, -108], [33, -108]]",18,27817512,33N109W
8063,"[[12, -69], [13, -69], [13, -68], [12, -68]]",18,27824931,12N069W
8064,"[[11, -69], [12, -69], [12, -68], [11, -68]]",18,27824480,11N069W
8065,"[[10, -8], [11, -8], [11, -7], [10, -7]]",18,27823314,10N008W
8066,"[[9, -62], [10, -62], [10, -61], [9, -61]]",18,27822409,09N062W
8067,"[[7, -82], [8, -82], [8, -81], [7, -81]]",18,27821144,07N082W
8068,"[[7, -11], [8, -11], [8, -10], [7, -10]]",18,27820616,07N011W
8069,"[[7, -64], [8, -64], [8, -63], [7, -63]]",18,27820724,07N064W
8070,"[[31, -95], [32, -95], [32, -94], [31, -94]]",18,27842811,31N095W
8071,"[[29, -104], [30, -104], [30, -103], [29, -103]]",18,27838985,29N104W
8072,"[[28, -114], [29, -114], [29, -113], [28, -113]]",18,27837328,28N114W
8073,"[[27, -110], [28, -110], [28, -109], [27, -109]]",18,27835886,27N110W
8074,"[[26, -98], [27, -98], [27, -97], [26, -97]]",18,27834770,26N098W
8075,"[[26, -10], [27, -10], [27, -9], [26, -9]]",18,27834298,26N010W
8076,"[[25, -12], [26, -12], [26, -11], [25, -11]]",18,27833697,25N012W
8077,"[[23, -109], [24, -109], [24, -108], [23, -108]]",18,27832946,23N109W
8078,"[[23, -110], [24, -110], [24, -109], [23, -109]]",18,27832965,23N110W
8079,"[[22, -78], [23, -78], [23, -77], [22, -77]]",18,27831573,22N078W
8080,"[[18, -92], [19, -92], [19, -91], [18, -91]]",18,27828753,18N092W
8081,"[[16, -92], [17, -92], [17, -91], [16, -91]]",18,27827425,16N092W
8082,"[[37, -105], [38, -105], [38, -104], [37, -104]]",18,27861925,37N105W
8083,"[[36, -112], [37, -112], [37, -111], [36, -111]]",18,27859173,36N112W
8084,"[[36, -104], [37, -104], [37, -103], [36, -103]]",18,27859022,36N104W
8085,"[[35, -103], [36, -103], [36, -102], [35, -102]]",18,27856072,35N103W
8086,"[[31, -111], [32, -111], [32, -110], [31, -110]]",18,27843898,31N111W
8087,"[[10, -68], [11, -68], [11, -67], [10, -67]]",32,27823795,10N068W
8088,"[[8, -69], [9, -69], [9, -68], [8, -68]]",32,27821457,08N069W
8089,"[[34, 0], [35, 0], [35, 1], [34, 1]]",32,27818383,34N000W
8090,"[[38, -83], [39, -83], [39, -82], [38, -82]]",32,27864312,38N083W
8091,"[[30, -101], [31, -101], [31, -100], [30, -100]]",32,27840897,30N101W
8092,"[[29, -99], [30, -99], [30, -98], [29, -98]]",32,27838786,29N099W
8093,"[[24, -81], [25, -81], [25, -80], [24, -80]]",32,27833328,24N081W
8094,"[[24, -14], [25, -14], [25, -13], [24, -13]]",32,27833113,24N014W
8095,"[[21, -72], [22, -72], [22, -71], [21, -71]]",32,27830569,21N072W
8096,"[[19, -70], [20, -70], [20, -69], [19, -69]]",32,27829109,19N070W
8097,"[[19, -75], [20, -75], [20, -74], [19, -74]]",32,27829298,19N075W
8098,"[[56, -154], [57, -154], [57, -153], [56, -153]]",32,34511940,56N154W
8099,"[[45, -114], [46, -114], [46, -113], [45, -113]]",32,34499082,45N114W
8100,"[[44, -124], [45, -124], [45, -123], [44, -123]]",32,34498158,44N124W
8101,"[[43, -72], [44, -72], [44, -71], [43, -71]]",32,34493904,43N072W
8102,"[[41, -113], [42, -113], [42, -112], [41, -112]]",32,34491096,41N113W
8103,"[[62, -162], [63, -162], [63, -161], [62, -161]]",32,34521922,62N162W
8104,"[[59, -157], [60, -157], [60, -156], [59, -156]]",32,34515119,59N157W
8105,"[[59, -160], [60, -160], [60, -159], [59, -159]]",32,34515248,59N160W
8106,"[[20, 103], [21, 103], [21, 104], [20, 104]]",32,34566863,20N103E
8107,"[[19, 100], [20, 100], [20, 101], [19, 101]]",32,34564281,19N100E
8108,"[[9, 122], [10, 122], [10, 123], [9, 123]]",32,34543628,09N122E
8109,"[[9, 38], [10, 38], [10, 39], [9, 39]]",32,34542958,09N038E
8110,"[[8, 104], [9, 104], [9, 105], [8, 105]]",32,34542067,08N104E
8111,"[[8, 105], [9, 105], [9, 106], [8, 106]]",32,34542100,08N105E
8112,"[[2, 24], [3, 24], [3, 25], [2, 25]]",32,34536582,02N024E
8113,"[[0, 173], [1, 173], [1, 174], [0, 174]]",32,34535054,00N173E
8114,"[[69, -154], [70, -154], [70, -154], [69, -154]]",32,34530299,69N154-155W
8115,"[[68, -164], [69, -164], [69, -164], [68, -164]]",32,34529883,68N164-165W
8116,"[[66, -152], [67, -152], [67, -152], [66, -152]]",32,34528590,66N152-153W
8117,"[[63, -19], [64, -19], [64, -18], [63, -18]]",32,34522109,63N019W
8118,"[[38, 112], [39, 112], [39, 113], [38, 113]]",32,34611787,38N112E
8119,"[[36, 50], [37, 50], [37, 51], [36, 51]]",32,34604705,36N050E
8120,"[[35, 45], [36, 45], [36, 46], [35, 46]]",32,34600772,35N045E
8121,"[[34, 108], [35, 108], [35, 109], [34, 109]]",32,34598363,34N108E
8122,"[[32, 37], [33, 37], [33, 38], [32, 38]]",32,34593392,32N037E
8123,"[[30, 116], [31, 116], [31, 117], [30, 117]]",32,34589990,30N116E
8124,"[[30, 12], [31, 12], [31, 13], [30, 13]]",32,34588090,30N012E
8125,"[[30, 11], [31, 11], [31, 12], [30, 12]]",32,34588057,30N011E
8126,"[[28, 52], [29, 52], [29, 53], [28, 53]]",32,34584824,28N052E
8127,"[[26, 117], [27, 117], [27, 118], [26, 118]]",32,34581615,26N117E
8128,"[[21, 109], [22, 109], [22, 110], [21, 110]]",32,34568904,21N109E
8129,"[[20, 104], [21, 104], [21, 105], [20, 105]]",32,34566896,20N104E
8130,"[[42, 8], [43, 8], [43, 9], [42, 9]]",32,44191028,42N008E
8131,"[[-4, 31], [-3, 31], [-3, 32], [-4, 32]]",32,46729998,04S031E
8132,"[[-3, 17], [-2, 17], [-2, 18], [-3, 18]]",32,46727691,03S017E
8133,"[[-2, 138], [-1, 138], [-1, 139], [-2, 139]]",32,46727007,02S138E
8134,"[[-32, -71], [-31, -71], [-31, -70], [-32, -70]]",32,46722548,32S071W
8135,"[[-25, -70], [-24, -70], [-24, -69], [-25, -69]]",32,46721305,25S070W
8136,"[[-17, -64], [-16, -64], [-16, -63], [-17, -63]]",32,46718777,17S064W
8137,"[[-5, -79], [-4, -79], [-4, -78], [-5, -78]]",32,46714891,05S079W
8138,"[[66, 12], [67, 12], [67, 14], [66, 14]]",32,46711046,66N012-013E
8139,"[[67, 14], [68, 14], [68, 16], [67, 16]]",32,46711319,67N014-015E
8140,"[[62, 6], [63, 6], [63, 7], [62, 7]]",32,46710134,62N006E
8141,"[[-10, 151], [-9, 151], [-9, 152], [-10, 152]]",32,46736607,10S151E
8142,"[[-8, 159], [-7, 159], [-7, 160], [-8, 160]]",32,46735685,08S159E
8143,"[[33, -101], [34, -101], [34, -100], [33, -100]]",33,27817222,33N101W
8144,"[[33, -102], [34, -102], [34, -101], [33, -101]]",33,27817256,33N102W
8145,"[[37, -100], [38, -100], [38, -99], [37, -99]]",33,27861749,37N100W
8146,"[[32, -116], [33, -116], [33, -115], [32, -115]]",33,27847404,32N116W
8147,"[[32, -113], [33, -113], [33, -112], [32, -112]]",33,27847288,32N113W
8148,"[[29, -8], [30, -8], [30, -7], [29, -7]]",33,27837449,29N008W
8149,"[[28, -112], [29, -112], [29, -111], [28, -111]]",33,27837262,28N112W
8150,"[[25, -14], [26, -14], [26, -13], [25, -13]]",33,27833743,25N014W
8151,"[[18, -76], [19, -76], [19, -75], [18, -75]]",33,27828624,18N076W
8152,"[[7, -9], [8, -9], [8, -8], [7, -8]]",33,27820541,07N009W
8153,"[[43, -117], [44, -117], [44, -116], [43, -116]]",33,34495513,43N117W
8154,"[[42, -115], [43, -115], [43, -114], [42, -114]]",33,34493349,42N115W
8155,"[[41, -77], [42, -77], [42, -76], [41, -76]]",33,34489613,41N077W
8156,"[[41, -88], [42, -88], [42, -87], [41, -87]]",33,34490013,41N088W
8157,"[[39, -120], [40, -120], [40, -119], [39, -119]]",33,34485186,39N120W
8158,"[[39, -102], [40, -102], [40, -101], [39, -101]]",33,34484350,39N102W
8159,"[[58, -133], [59, -133], [59, -132], [58, -132]]",33,34513410,58N133W
8160,"[[56, -134], [57, -134], [57, -133], [56, -133]]",33,34511868,56N134W
8161,"[[50, -1], [51, -1], [51, 0], [50, 0]]",33,34505970,50N001W
8162,"[[44, -111], [45, -111], [45, -110], [44, -110]]",33,34497512,44N111W
8163,"[[44, -99], [45, -99], [45, -98], [44, -98]]",33,34497167,44N099W
8164,"[[1, 20], [2, 20], [2, 21], [1, 21]]",33,34535137,01N020E
8165,"[[72, -54], [73, -54], [73, -54], [72, -54]]",33,34531241,72N054-055W
8166,"[[70, -152], [71, -152], [71, -152], [70, -152]]",33,34530635,70N152-153W
8167,"[[68, -50], [69, -50], [69, -50], [68, -50]]",33,34529493,68N050-051W
8168,"[[67, -50], [68, -50], [68, -50], [67, -50]]",33,34528935,67N050-051W
8169,"[[66, -142], [67, -142], [67, -142], [66, -142]]",33,34528375,66N142-143W
8170,"[[65, -154], [66, -154], [66, -154], [65, -154]]",33,34527531,65N154-155W
8171,"[[30, 117], [31, 117], [31, 118], [30, 118]]",33,34590023,30N117E
8172,"[[30, 15], [31, 15], [31, 16], [30, 16]]",33,34588192,30N015E
8173,"[[27, 118], [28, 118], [28, 119], [27, 119]]",33,34583922,27N118E
8174,"[[27, 110], [28, 110], [28, 111], [27, 111]]",33,34583564,27N110E
8175,"[[25, 100], [26, 100], [26, 101], [25, 101]]",33,34578831,25N100E
8176,"[[25, 61], [26, 61], [26, 62], [25, 62]]",33,34577744,25N061E
8177,"[[22, 107], [23, 107], [23, 108], [22, 108]]",33,34571153,22N107E
8178,"[[17, 101], [18, 101], [18, 102], [17, 102]]",33,34560210,17N101E
8179,"[[16, 99], [17, 99], [17, 100], [16, 100]]",33,34557763,16N099E
8180,"[[12, 101], [13, 101], [13, 102], [12, 102]]",33,34549265,12N101E
8181,"[[5, 119], [6, 119], [6, 120], [5, 120]]",33,34538848,05N119E
8182,"[[3, 101], [4, 101], [4, 102], [3, 102]]",33,34537623,03N101E
8183,"[[38, 115], [39, 115], [39, 116], [38, 116]]",33,34611906,38N115E
8184,"[[36, 26], [37, 26], [37, 27], [36, 27]]",33,34604237,36N026E
8185,"[[34, 115], [35, 115], [35, 116], [34, 116]]",33,34598770,34N115E
8186,"[[32, 128], [33, 128], [33, 129], [32, 129]]",33,34594557,32N128E
8187,"[[32, 22], [33, 22], [33, 23], [32, 23]]",33,34593117,32N022E
8188,"[[30, 120], [31, 120], [31, 121], [30, 121]]",33,34590092,30N120E
8189,"[[41, 27], [42, 27], [42, 28], [41, 28]]",33,44189787,41N027E
8190,"[[39, 117], [40, 117], [40, 118], [39, 118]]",33,44182321,39N117E
8191,"[[54, 17], [55, 17], [55, 18], [54, 18]]",33,44257278,54N017E
8192,"[[53, 44], [54, 44], [54, 45], [53, 45]]",33,44256495,53N044E
8193,"[[47, 20], [48, 20], [48, 21], [47, 21]]",33,44216095,47N020E
8194,"[[47, 47], [48, 47], [48, 48], [47, 48]]",33,44218561,47N047E
8195,"[[45, 35], [46, 35], [46, 36], [45, 36]]",33,44207415,45N035E
8196,"[[43, 142], [44, 142], [44, 143], [43, 143]]",33,44197386,43N142E
8197,"[[-7, 146], [-6, 146], [-6, 147], [-7, 147]]",33,46734604,07S146E
8198,"[[-4, 28], [-3, 28], [-3, 29], [-4, 29]]",33,46729909,04S028E
8199,"[[-3, 24], [-2, 24], [-2, 25], [-3, 25]]",33,46727867,03S024E
8200,"[[-1, 29], [0, 29], [0, 30], [-1, 30]]",33,46725144,01S029E
8201,"[[-34, -71], [-33, -71], [-33, -70], [-34, -70]]",33,46722890,34S071W
8202,"[[-2, -79], [-1, -79], [-1, -78], [-2, -78]]",33,46713703,02S079W
8203,"[[37, -94], [38, -94], [38, -93], [37, -93]]",34,27861464,37N094W
8204,"[[36, -102], [37, -102], [37, -101], [36, -101]]",34,27858973,36N102W
8205,"[[34, -76], [35, -76], [35, -75], [34, -75]]",34,27848972,34N076W
8206,"[[30, -100], [31, -100], [31, -99], [30, -99]]",34,27840862,30N100W
8207,"[[25, -97], [26, -97], [26, -96], [25, -96]]",34,27834007,25N097W
8208,"[[13, -90], [14, -90], [14, -89], [13, -89]]",34,27825596,13N090W
8209,"[[9, -73], [10, -73], [10, -72], [9, -72]]",34,27822598,09N073W
8210,"[[33, -97], [34, -97], [34, -96], [33, -96]]",34,27817101,33N097W
8211,"[[24, 116], [25, 116], [25, 117], [24, 117]]",34,34576533,24N116E
8212,"[[24, 93], [25, 93], [25, 94], [24, 94]]",34,34575340,24N093E
8213,"[[24, 84], [25, 84], [25, 85], [24, 85]]",34,34575134,24N084E
8214,"[[23, 121], [24, 121], [24, 122], [23, 122]]",34,34574373,23N121E
8215,"[[23, 108], [24, 108], [24, 109], [23, 109]]",34,34573775,23N108E
8216,"[[16, 122], [17, 122], [17, 123], [16, 123]]",34,34559181,16N122E
8217,"[[12, 8], [13, 8], [13, 9], [12, 9]]",34,34548628,12N008E
8218,"[[7, 121], [8, 121], [8, 122], [7, 122]]",34,34540710,07N121E
8219,"[[6, 100], [7, 100], [7, 101], [6, 101]]",34,34539381,06N100E
8220,"[[2, 101], [3, 101], [3, 102], [2, 102]]",34,34536915,02N101E
8221,"[[1, 27], [2, 27], [2, 28], [1, 28]]",34,34535316,01N027E
8222,"[[63, -67], [64, -67], [64, -66], [63, -66]]",34,34522355,63N067W
8223,"[[56, -131], [57, -131], [57, -130], [56, -130]]",34,34511749,56N131W
8224,"[[54, -163], [55, -163], [55, -162], [54, -162]]",34,34510288,54N163W
8225,"[[53, -168], [54, -168], [54, -167], [53, -167]]",34,34509585,53N168W
8226,"[[48, -124], [49, -124], [49, -123], [48, -123]]",34,34505120,48N124W
8227,"[[45, -116], [46, -116], [46, -115], [45, -115]]",34,34499151,45N116W
8228,"[[38, -102], [39, -102], [39, -101], [38, -101]]",34,34480225,38N102W
8229,"[[38, 12], [39, 12], [39, 13], [38, 13]]",34,34610381,38N012E
8230,"[[37, 138], [38, 138], [38, 139], [37, 139]]",34,34610153,37N138E
8231,"[[32, 117], [33, 117], [33, 118], [32, 118]]",34,34594407,32N117E
8232,"[[32, 51], [33, 51], [33, 52], [32, 52]]",34,34593737,32N051E
8233,"[[32, 12], [33, 12], [33, 13], [32, 13]]",34,34592855,32N012E
8234,"[[31, 51], [32, 51], [32, 52], [31, 52]]",34,34591572,31N051E
8235,"[[31, 45], [32, 45], [32, 46], [31, 46]]",34,34591404,31N045E
8236,"[[31, 37], [32, 37], [32, 38], [31, 38]]",34,34591303,31N037E
8237,"[[30, 130], [31, 130], [31, 131], [30, 131]]",34,34590220,30N130E
8238,"[[30, 71], [31, 71], [31, 72], [30, 72]]",34,34589303,30N071E
8239,"[[30, 31], [31, 31], [31, 32], [30, 32]]",34,34588599,30N031E
